file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_200742.json,4,0.8531,275,367,376,367,376,439,275,439
test_200742.json,1,0.907759,119,50,531,50,531,447,119,447
test_220431.json,4,0.833662,340,53,419,53,419,91,340,91
test_218813.json,2,0.889922,351,291,417,291,417,362,351,362
test_203798.json,1,0.608273,277,272,399,272,399,378,277,378
test_203798.json,1,0.846465,289,66,466,66,466,162,289,162
test_218332.json,3,0.821855,348,428,441,428,441,513,348,513
test_218332.json,3,0.863604,79,248,185,248,185,357,79,357
test_201082.json,2,0.302025,393,311,499,311,499,466,393,466
test_201082.json,2,0.839737,81,172,173,172,173,282,81,282
test_201082.json,2,0.931949,215,430,316,430,316,539,215,539
test_201656.json,2,0.883188,252,265,490,265,490,433,252,433
test_219989.json,2,0.68054,32,355,93,355,93,434,32,434
test_219989.json,1,0.844698,431,157,528,157,528,275,431,275
test_214119.json,1,0.261079,302,77,440,77,440,188,302,188
test_213247.json,4,0.209731,148,285,182,285,182,315,148,315
test_213247.json,1,0.244499,121,157,471,157,471,568,121,568
test_213247.json,4,0.830968,309,347,373,347,373,425,309,425
test_213247.json,4,0.863629,260,363,295,363,295,413,260,413
test_209528.json,2,0.886728,492,149,544,149,544,221,492,221
test_209437.json,1,0.847751,32,152,194,152,194,296,32,296
test_217380.json,1,0.683794,372,100,544,100,544,349,372,349
test_217380.json,1,0.847927,178,277,410,277,410,535,178,535
test_211545.json,4,0.901109,333,365,517,365,517,492,333,492
test_220053.json,2,0.235252,315,455,350,455,350,483,315,483
test_220053.json,3,0.237093,161,34,278,34,278,67,161,67
test_220053.json,2,0.907797,340,364,429,364,429,447,340,447
test_210971.json,2,0.767953,241,300,298,300,298,354,241,354
test_210971.json,4,0.895898,143,182,198,182,198,244,143,244
test_217415.json,3,0.252061,415,353,504,353,504,408,415,408
test_217415.json,3,0.537078,301,92,390,92,390,181,301,181
test_217415.json,3,0.818587,355,291,436,291,436,387,355,387
test_210337.json,4,0.812444,45,116,145,116,145,225,45,225
test_210337.json,4,0.905012,33,311,118,311,118,409,33,409
test_201692.json,2,0.894318,244,252,308,252,308,321,244,321
test_201692.json,2,0.909443,151,219,241,219,241,302,151,302
test_209018.json,1,0.77858,346,297,480,297,480,439,346,439
test_209018.json,1,0.827399,469,118,542,118,542,281,469,281
test_215400.json,1,0.862746,66,448,138,448,138,522,66,522
test_215400.json,2,0.919869,31,199,151,199,151,370,31,370
test_213083.json,1,0.637541,178,208,486,208,486,371,178,371
test_213083.json,2,0.945756,249,48,400,48,400,153,249,153
test_211637.json,1,0.302695,21,30,567,30,567,567,21,567
test_212444.json,3,0.900322,350,361,417,361,417,426,350,426
test_216508.json,1,0.830243,335,31,494,31,494,134,335,134
test_220532.json,4,0.81397,231,317,312,317,312,415,231,415
test_220532.json,4,0.828177,343,288,507,288,507,452,343,452
test_200324.json,1,0.751177,350,172,471,172,471,279,350,279
test_217753.json,4,0.600619,81,215,93,215,93,230,81,230
test_217753.json,4,0.725818,48,250,63,250,63,270,48,270
test_220399.json,4,0.844927,371,264,487,264,487,363,371,363
test_202907.json,1,0.444785,0,500,115,500,115,575,0,575
test_202907.json,1,0.779522,32,332,106,332,106,456,32,456
test_217289.json,2,0.821064,40,0,138,0,138,64,40,64
test_209390.json,1,0.697324,316,224,495,224,495,443,316,443
test_217775.json,1,0.591541,34,137,187,137,187,541,34,541
test_217775.json,1,0.856593,472,156,542,156,542,355,472,355
test_211048.json,3,0.446477,183,198,278,198,278,294,183,294
test_211048.json,2,0.461222,182,197,280,197,280,295,182,295
test_206311.json,1,0.814936,274,290,375,290,375,401,274,401
test_218804.json,1,0.893522,41,278,166,278,166,403,41,403
test_201388.json,1,0.340289,162,117,290,117,290,244,162,244
test_201388.json,1,0.845398,125,257,270,257,270,389,125,389
test_215399.json,1,0.704799,312,106,387,106,387,163,312,163
test_215399.json,1,0.796362,130,332,210,332,210,405,130,405
test_215399.json,1,0.855658,451,252,515,252,515,321,451,321
test_205939.json,1,0.870545,220,355,314,355,314,456,220,456
test_205939.json,4,0.895298,364,393,433,393,433,464,364,464
test_215739.json,1,0.326126,88,265,184,265,184,339,88,339
test_215739.json,1,0.59611,336,172,388,172,388,221,336,221
test_201847.json,2,0.899928,196,98,303,98,303,259,196,259
test_202079.json,1,0.767844,278,271,373,271,373,364,278,364
test_202079.json,1,0.817368,265,349,366,349,366,460,265,460
test_214942.json,1,0.718845,297,33,406,33,406,133,297,133
test_214942.json,2,0.919517,191,31,521,31,521,241,191,241
test_203147.json,3,0.852457,123,89,173,89,173,133,123,133
test_201578.json,3,0.899827,158,211,244,211,244,286,158,286
test_208052.json,2,0.779599,447,50,543,50,543,308,447,308
test_211897.json,3,0.236858,69,254,168,254,168,351,69,351
test_211897.json,3,0.841817,43,256,164,256,164,442,43,442
test_207256.json,2,0.921431,144,220,232,220,232,320,144,320
test_210051.json,4,0.853252,338,453,395,453,395,494,338,494
test_210051.json,4,0.883674,108,394,156,394,156,444,108,444
test_204163.json,1,0.738865,413,373,488,373,488,454,413,454
test_204163.json,1,0.884947,262,442,342,442,342,518,262,518
test_201499.json,2,0.924806,89,33,410,33,410,180,89,180
test_217911.json,1,0.87892,326,51,427,51,427,115,326,115
test_217009.json,4,0.88987,137,130,220,130,220,250,137,250
test_200791.json,4,0.834081,425,332,533,332,533,473,425,473
test_206687.json,1,0.888602,328,96,542,96,542,343,328,343
test_213045.json,1,0.724038,33,60,179,60,179,261,33,261
test_218441.json,2,0.856832,33,213,129,213,129,310,33,310
test_205458.json,4,0.839852,236,31,351,31,351,94,236,94
test_219365.json,1,0.867762,160,397,296,397,296,533,160,533
test_220276.json,4,0.867096,255,175,291,175,291,223,255,223
test_212256.json,2,0.862012,6,19,220,19,220,179,6,179
test_212256.json,2,0.883661,181,7,258,7,258,88,181,88
test_204594.json,3,0.88631,400,378,513,378,513,480,400,480
test_207012.json,2,0.953641,235,192,384,192,384,336,235,336
test_218711.json,1,0.884704,31,271,204,271,204,449,31,449
test_213974.json,1,0.79803,349,120,405,120,405,178,349,178
test_202308.json,1,0.852885,41,363,167,363,167,518,41,518
test_202308.json,1,0.856845,47,32,207,32,207,200,47,200
test_219271.json,4,0.632389,200,172,261,172,261,228,200,228
test_219271.json,4,0.800321,188,180,265,180,265,336,188,336
test_200345.json,4,0.859673,31,330,76,330,76,420,31,420
test_206328.json,1,0.853632,417,307,512,307,512,463,417,463
test_206328.json,1,0.882863,346,87,497,87,497,196,346,196
test_216890.json,4,0.789118,292,56,403,56,403,190,292,190
test_206343.json,4,0.559803,185,236,246,236,246,260,185,260
test_206343.json,4,0.840018,403,259,438,259,438,291,403,291
test_214099.json,1,0.841629,148,180,232,180,232,245,148,245
test_214099.json,1,0.871943,302,240,357,240,357,295,302,295
test_219949.json,4,0.269623,33,353,63,353,63,400,33,400
test_219949.json,4,0.823975,173,132,217,132,217,178,173,178
test_215481.json,3,0.841867,112,81,464,81,464,502,112,502
test_218861.json,4,0.820509,206,294,269,294,269,354,206,354
test_218861.json,1,0.840064,348,380,435,380,435,460,348,460
test_210478.json,4,0.893474,262,300,300,300,300,369,262,369
test_213275.json,4,0.873034,269,31,422,31,422,148,269,148
test_213275.json,4,0.881285,77,38,211,38,211,218,77,218
test_203987.json,3,0.800038,448,260,519,260,519,441,448,441
test_201993.json,4,0.856452,291,414,406,414,406,540,291,540
test_200547.json,1,0.837717,309,48,481,48,481,210,309,210
test_200547.json,1,0.860697,136,31,313,31,313,202,136,202
test_219306.json,3,0.849364,115,20,168,20,168,78,115,78
test_201120.json,1,0.451257,323,285,503,285,503,440,323,440
test_201120.json,1,0.801619,32,137,200,137,200,452,32,452
test_217101.json,3,0.908019,123,0,207,0,207,61,123,61
test_217101.json,3,0.90813,76,79,141,79,141,165,76,165
test_201146.json,4,0.77474,518,277,543,277,543,348,518,348
test_212774.json,1,0.315919,43,244,317,244,317,319,43,319
test_212774.json,1,0.838863,44,257,146,257,146,320,44,320
test_212774.json,1,0.862536,236,74,320,74,320,213,236,213
test_215218.json,1,0.788375,321,412,414,412,414,501,321,501
test_215218.json,1,0.86034,191,383,288,383,288,485,191,485
test_206508.json,1,0.851394,138,196,276,196,276,338,138,338
test_218876.json,4,0.858078,449,314,484,314,484,373,449,373
test_216305.json,1,0.881507,435,392,494,392,494,452,435,452
test_216305.json,1,0.88601,162,338,235,338,235,405,162,405
test_213731.json,3,0.825419,103,149,186,149,186,199,103,199
test_213731.json,3,0.852164,168,206,238,206,238,279,168,279
test_210424.json,1,0.397481,32,360,153,360,153,480,32,480
test_210424.json,1,0.656903,245,245,468,245,468,502,245,502
test_203382.json,2,0.919842,112,236,197,236,197,323,112,323
test_217687.json,4,0.823814,316,98,339,98,339,185,316,185
test_217687.json,2,0.93168,192,315,294,315,294,417,192,417
test_220158.json,1,0.843472,287,170,371,170,371,277,287,277
test_217581.json,1,0.83729,313,240,393,240,393,311,313,311
test_214401.json,4,0.834252,147,231,187,231,187,294,147,294
test_214401.json,1,0.870084,285,138,486,138,486,342,285,342
test_201202.json,2,0.870881,216,95,270,95,270,126,216,126
test_200165.json,1,0.737707,381,205,431,205,431,249,381,249
test_200165.json,1,0.86033,236,184,285,184,285,236,236,236
test_215094.json,1,0.768403,130,359,377,359,377,541,130,541
test_204759.json,1,0.867881,252,89,445,89,445,276,252,276
test_219321.json,1,0.886794,281,120,387,120,387,251,281,251
test_200933.json,1,0.789504,203,87,272,87,272,158,203,158
test_200933.json,1,0.837823,416,427,476,427,476,488,416,488
test_219492.json,2,0.919959,302,326,503,326,503,521,302,521
test_201701.json,4,0.848693,267,270,330,270,330,352,267,352
test_218970.json,4,0.855286,367,242,399,242,399,277,367,277
test_203423.json,4,0.744459,309,248,416,248,416,321,309,321
test_203423.json,4,0.839785,409,137,470,137,470,229,409,229
test_206317.json,1,0.863815,98,278,260,278,260,367,98,367
test_214866.json,3,0.851186,146,80,191,80,191,111,146,111
test_219013.json,1,0.517537,439,272,543,272,543,408,439,408
test_219013.json,1,0.742343,339,31,477,31,477,167,339,167
test_219013.json,1,0.811431,197,97,421,97,421,303,197,303
test_215508.json,4,0.862564,332,86,371,86,371,127,332,127
test_220527.json,4,0.898418,468,319,516,319,516,359,468,359
test_204485.json,1,0.891443,313,432,486,432,486,542,313,542
test_219392.json,1,0.502523,123,481,252,481,252,543,123,543
test_219392.json,1,0.849005,121,86,166,86,166,148,121,148
test_207251.json,1,0.795777,242,117,345,117,345,207,242,207
test_205032.json,1,0.584087,195,95,544,95,544,378,195,378
test_205599.json,1,0.82347,269,307,428,307,428,454,269,454
test_215731.json,4,0.825443,345,83,378,83,378,116,345,116
test_209402.json,2,0.897301,71,0,192,0,192,108,71,108
test_211031.json,3,0.881354,254,69,303,69,303,121,254,121
test_207988.json,1,0.798109,257,389,504,389,504,542,257,542
test_207988.json,1,0.806875,391,224,543,224,543,425,391,425
test_217805.json,3,0.850737,152,81,197,81,197,113,152,113
test_216585.json,2,0.267977,188,314,509,314,509,543,188,543
test_216585.json,2,0.683669,194,29,542,29,542,539,194,539
test_209301.json,4,0.84834,272,78,323,78,323,142,272,142
test_209301.json,1,0.868367,33,165,238,165,238,380,33,380
test_212303.json,3,0.743725,175,414,325,414,325,521,175,521
test_212303.json,3,0.787503,373,280,470,280,470,397,373,397
test_205650.json,3,0.208954,224,373,430,373,430,525,224,525
test_205650.json,3,0.243661,194,224,493,224,493,511,194,511
test_215778.json,3,0.867408,149,409,270,409,270,522,149,522
test_214699.json,4,0.876191,228,285,272,285,272,350,228,350
test_213799.json,2,0.918322,214,328,330,328,330,456,214,456
test_220355.json,1,0.855206,255,211,392,211,392,325,255,325
test_220355.json,1,0.862255,265,306,410,306,410,429,265,429
test_207817.json,1,0.900014,32,237,202,237,202,399,32,399
test_208987.json,4,0.290399,242,382,357,382,357,515,242,515
test_220365.json,1,0.88127,33,200,108,200,108,353,33,353
test_213772.json,1,0.290843,167,165,246,165,246,214,167,214
test_213772.json,1,0.89745,49,261,184,261,184,427,49,427
test_211176.json,1,0.766268,324,60,543,60,543,539,324,539
test_217908.json,3,0.882439,176,313,219,313,219,382,176,382
test_202713.json,1,0.883455,440,118,499,118,499,184,440,184
test_202713.json,4,0.889428,367,324,440,324,440,384,367,384
test_203345.json,1,0.848094,261,33,384,33,384,72,261,72
test_205195.json,3,0.897203,474,285,538,285,538,332,474,332
test_219651.json,1,0.829388,333,456,429,456,429,543,333,543
test_207147.json,4,0.865766,186,472,292,472,292,530,186,530
test_212433.json,2,0.535746,248,471,330,471,330,534,248,534
test_212433.json,2,0.898239,242,293,297,293,297,371,242,371
test_218706.json,2,0.909433,92,253,201,253,201,355,92,355
test_212790.json,3,0.90144,318,122,406,122,406,258,318,258
test_218733.json,1,0.894269,332,367,473,367,473,540,332,540
test_220403.json,1,0.849654,231,68,342,68,342,160,231,160
test_220403.json,1,0.870456,85,247,181,247,181,349,85,349
test_209298.json,1,0.321339,293,27,541,27,541,542,293,542
test_214625.json,3,0.847137,379,49,433,49,433,112,379,112
test_214625.json,3,0.886355,449,119,504,119,504,164,449,164
test_203219.json,4,0.869991,189,184,265,184,265,373,189,373
test_208287.json,1,0.845965,173,396,315,396,315,504,173,504
test_210610.json,4,0.631301,309,213,344,213,344,257,309,257
test_211776.json,4,0.790439,297,140,369,140,369,276,297,276
test_209228.json,1,0.878475,364,287,424,287,424,346,364,346
test_220085.json,1,0.238596,0,502,115,502,115,575,0,575
test_220085.json,1,0.863531,161,379,223,379,223,470,161,470
test_201720.json,1,0.699795,324,32,501,32,501,252,324,252
test_220294.json,1,0.294187,32,34,546,34,546,468,32,468
test_217296.json,1,0.849171,445,167,541,167,541,264,445,264
test_217296.json,1,0.8883,189,271,282,271,282,354,189,354
test_217681.json,4,0.811717,206,31,334,31,334,95,206,95
test_203670.json,4,0.719649,57,423,72,423,72,452,57,452
test_203670.json,4,0.749729,51,360,64,360,64,378,51,378
test_212656.json,1,0.858183,432,418,485,418,485,479,432,479
test_203276.json,2,0.916074,340,34,544,34,544,468,340,468
test_216547.json,1,0.874925,312,102,462,102,462,227,312,227
test_206819.json,1,0.841103,204,164,477,164,477,301,204,301
test_206819.json,1,0.852434,387,227,487,227,487,328,387,328
test_217399.json,2,0.440305,126,266,292,266,292,320,126,320
test_217399.json,2,0.749867,30,226,151,226,151,310,30,310
test_216423.json,2,0.937418,94,232,304,232,304,527,94,527
test_200599.json,2,0.326956,188,82,298,82,298,178,188,178
test_200599.json,2,0.892501,143,0,266,0,266,88,143,88
test_210130.json,4,0.304313,253,163,301,163,301,195,253,195
test_210130.json,4,0.885139,94,181,160,181,160,251,94,251
test_211366.json,3,0.906686,100,75,458,75,458,504,100,504
test_211796.json,1,0.753965,444,153,544,153,544,262,444,262
test_215601.json,3,0.569357,4,169,77,169,77,255,4,255
test_208421.json,3,0.403829,472,231,529,231,529,337,472,337
test_208421.json,3,0.703104,146,386,243,386,243,505,146,505
test_200182.json,4,0.358628,412,413,493,413,493,486,412,486
test_200182.json,4,0.592226,435,235,499,235,499,297,435,297
test_200182.json,4,0.748159,184,38,280,38,280,146,184,146
test_201928.json,2,0.509462,264,141,320,141,320,239,264,239
test_201928.json,2,0.894686,147,3,303,3,303,195,147,195
test_203828.json,4,0.874003,34,299,176,299,176,401,34,401
test_202410.json,2,0.885838,223,64,269,64,269,107,223,107
test_211218.json,1,0.885562,59,112,174,112,174,214,59,214
test_208470.json,4,0.858713,218,282,290,282,290,334,218,334
test_209793.json,1,0.862276,174,126,290,126,290,288,174,288
test_201894.json,1,0.413083,170,32,303,32,303,77,170,77
test_201894.json,1,0.846828,371,243,412,243,412,288,371,288
test_201894.json,1,0.864085,187,284,251,284,251,350,187,350
test_216157.json,1,0.204437,49,63,218,63,218,550,49,550
test_216157.json,1,0.711277,127,47,522,47,522,155,127,155
test_216157.json,1,0.715324,32,342,260,342,260,541,32,541
test_208609.json,1,0.875531,31,142,114,142,114,304,31,304
test_211668.json,1,0.726142,360,400,496,400,496,513,360,513
test_211668.json,4,0.855539,372,464,419,464,419,501,372,501
test_201668.json,3,0.828413,431,383,518,383,518,444,431,444
test_215178.json,4,0.80235,157,148,285,148,285,242,157,242
test_213830.json,1,0.829957,314,279,461,279,461,474,314,474
test_213830.json,1,0.8352,256,34,459,34,459,166,256,166
test_212291.json,1,0.807064,73,32,391,32,391,286,73,286
test_219069.json,1,0.888516,33,341,275,341,275,483,33,483
test_211290.json,4,0.849938,331,283,370,283,370,311,331,311
test_207607.json,2,0.907202,392,282,477,282,477,364,392,364
test_204290.json,1,0.821152,32,115,183,115,183,258,32,258
test_220001.json,2,0.80979,295,105,423,105,423,186,295,186
test_220001.json,2,0.917942,337,245,531,245,531,472,337,472
test_205112.json,1,0.877184,334,190,472,190,472,321,334,321
test_215855.json,1,0.836448,301,31,526,31,526,214,301,214
test_215855.json,1,0.887275,85,301,333,301,333,510,85,510
test_204078.json,4,0.500109,203,340,283,340,283,400,203,400
test_204078.json,4,0.646548,108,301,283,301,283,400,108,400
test_213169.json,1,0.673444,136,505,200,505,200,543,136,543
test_213169.json,1,0.838919,274,243,318,243,318,292,274,292
test_213169.json,1,0.852008,58,254,125,254,125,328,58,328
test_219155.json,1,0.867477,161,80,286,80,286,203,161,203
test_220086.json,3,0.814894,125,313,248,313,248,383,125,383
test_203715.json,1,0.694046,165,33,299,33,299,162,165,162
test_209876.json,3,0.908534,49,315,101,315,101,381,49,381
test_200586.json,2,0.898491,200,122,249,122,249,178,200,178
test_205793.json,1,0.894339,313,112,543,112,543,311,313,311
test_204656.json,1,0.892146,277,422,473,422,473,544,277,544
test_204656.json,1,0.898135,134,152,244,152,244,266,134,266
test_209252.json,1,0.800641,361,380,427,380,427,436,361,436
test_209252.json,1,0.863348,257,31,337,31,337,110,257,110
test_211694.json,4,0.817302,313,234,346,234,346,265,313,265
test_200219.json,2,0.944432,112,319,231,319,231,456,112,456
test_203885.json,1,0.681227,36,161,285,161,285,339,36,339
test_203885.json,4,0.878531,279,94,335,94,335,159,279,159
test_206260.json,3,0.225623,114,0,166,0,166,33,114,33
test_206260.json,3,0.446517,103,15,144,15,144,122,103,122
test_206260.json,3,0.85803,63,65,128,65,128,150,63,150
test_206761.json,1,0.887365,281,307,323,307,323,357,281,357
test_206863.json,3,0.859787,136,0,219,0,219,69,136,69
test_206863.json,3,0.91777,84,86,150,86,150,168,84,168
test_218273.json,1,0.828734,364,501,439,501,439,542,364,542
test_218273.json,1,0.842913,397,350,459,350,459,403,397,403
test_200701.json,1,0.865758,429,60,540,60,540,212,429,212
test_200701.json,1,0.882072,162,451,271,451,271,526,162,526
test_215313.json,1,0.835714,212,450,280,450,280,519,212,519
test_203506.json,4,0.814465,485,287,505,287,505,308,485,308
test_217016.json,1,0.812293,197,274,305,274,305,375,197,375
test_217016.json,1,0.876373,260,46,411,46,411,241,260,241
test_208144.json,1,0.739048,241,396,478,396,478,543,241,543
test_208144.json,1,0.82849,328,210,386,210,386,271,328,271
test_217705.json,1,0.835404,269,246,321,246,321,296,269,296
test_217705.json,1,0.852194,465,297,543,297,543,406,465,406
test_201512.json,1,0.856574,184,158,299,158,299,285,184,285
test_201512.json,1,0.872822,310,139,405,139,405,234,310,234
test_208330.json,3,0.603696,34,166,189,166,189,500,34,500
test_215175.json,4,0.889637,204,208,267,208,267,282,204,282
test_219981.json,1,0.865296,192,194,263,194,263,261,192,261
test_201886.json,4,0.856868,364,217,464,217,464,334,364,334
test_211092.json,1,0.815193,90,95,492,95,492,482,90,482
test_214056.json,3,0.226379,258,210,274,210,274,228,258,228
test_214056.json,3,0.870536,124,264,163,264,163,296,124,296
test_206656.json,1,0.842841,56,292,167,292,167,391,56,391
test_206656.json,1,0.892671,172,451,389,451,389,542,172,542
test_200113.json,1,0.86329,229,431,311,431,311,522,229,522
test_206133.json,4,0.731309,205,127,277,127,277,243,205,243
test_206133.json,4,0.798942,172,458,210,458,210,495,172,495
test_202361.json,2,0.922098,110,309,215,309,215,410,110,410
test_210968.json,2,0.874212,32,357,90,357,90,445,32,445
test_206054.json,1,0.821392,372,395,480,395,480,496,372,496
test_201603.json,1,0.319706,338,164,454,164,454,280,338,280
test_201603.json,1,0.76048,31,37,186,37,186,206,31,206
test_201603.json,1,0.761983,377,413,461,413,461,506,377,506
test_201603.json,1,0.818505,44,324,235,324,235,462,44,462
test_203985.json,1,0.240145,1,501,114,501,114,575,1,575
test_203985.json,4,0.861334,360,302,486,302,486,369,360,369
test_203985.json,1,0.922096,228,31,543,31,543,382,228,382
test_214151.json,2,0.726658,40,182,134,182,134,287,40,287
test_204689.json,2,0.279786,87,0,167,0,167,32,87,32
test_204689.json,2,0.456164,165,1,237,1,237,71,165,71
test_204689.json,2,0.886278,4,23,223,23,223,204,4,204
test_216351.json,2,0.896746,233,17,293,17,293,100,233,100
test_216160.json,2,0.931482,111,247,317,247,317,531,111,531
test_218779.json,4,0.780439,289,225,350,225,350,276,289,276
test_218779.json,4,0.884012,181,114,270,114,270,192,181,192
test_201143.json,4,0.89693,289,99,391,99,391,248,289,248
test_209907.json,2,0.361059,189,31,500,31,500,383,189,383
test_209907.json,1,0.498714,190,34,481,34,481,386,190,386
test_210721.json,4,0.891742,177,97,257,97,257,168,177,168
test_220706.json,1,0.857948,69,221,196,221,196,301,69,301
test_218654.json,4,0.872962,454,203,535,203,535,325,454,325
test_219039.json,3,0.861265,349,121,438,121,438,272,349,272
test_214781.json,2,0.916024,231,102,436,102,436,208,231,208
test_205407.json,3,0.889222,239,431,401,431,401,539,239,539
